#OTUID	taxonomy	confidence
6699944c570efa4d87a730d42995d753	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998945981
7153f33c4db17209cb94d9adb97642f1	ASV31d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia_acidovorans	0.9997965424181988
3eeef1855ac7a93b72d2dacf0b0a17e7	ASV32d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__	0.9999997988043592
423a1b5235b12ddf057084c696d22a55	ASV33d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__	0.7391983132158644
2805816ec711e9a9e189cfd284bc082d	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999836575
869df73d7ff1396c8939a76286257d30	ASV22d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia_B;s__	0.9994897791923305
0255b3d5c4ef69bf86a02f2114248b86	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999696172
0a46e6e992c65d41c1344970dab5cf3a	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998606199
b18cc1a2ff5b942284fd72a293033ca1	ASV30d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_Afonticola	0.9995226697174787
fb372bc2635a7034f24eb3f4544ef5e4	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999801759
a134da170fce386a3b12de1ede4768ce	ASV31d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia_acidovorans	0.9997630235016612
e830f58af3939f702dc04faafd15f773	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999819522
6c720c0197d13e0bd32c7769fb58a0a5	ASV17d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	0.9614412244055629
6b40a7ea6b1762344d44e5a2c4da7f8c	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999894271
a61492b491945861254f8c755cc1f3f1	ASV30d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_Afonticola	0.9981758019805462
30cfc5b5b859d97603e7b9d7275e71d8	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999378559
b3860251e6f3b42d63d7a5be3ae2c190	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999853344
8648d0bbb5bae7c1f732160884d692ee	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.999999999765592
e62e568596e031c93e9ada20a5a61757	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999652545
4ed321f3dfcf37d76dc856bde9c34d8f	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999819096
6697550ae2c92f6fe389d689ba78e7a0	X263_Sphingobacteriia;Sphingobacteriales;Chitinophagaceae; Chitinophaga	0.9999999999833733
8f7956e547c5bb90085756ce38c7f9c4	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999769358
3711a9af72467ee1f68d2c09d066a3ee	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998018296
08cc3ed5bd6f72de71a3c6f16846c14f	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999877645
b51e03596331ef7ba5d324e8ce2f806d	Unassigned	0.7147175590257326
f59fea3eefdbf05344f57148a8a5d39a	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998469349
3beeeeae1cf8c00f4e787c76436c3bcb	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999587459
b3b830dc41157896640a9814f1f96be8	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999797637
1a96caaf81fee917c2735298353612a3	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999900382
35f2d6eff4a39fa8e2d94bab38ec0ce8	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999783
a71fa883b19601257577f7935ba7632b	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998177742
564c203f065415cfb090d08fccd45a64	ASV5d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacteriumsp002213445	0.9998251399566841
bd9bd86fb9f4b50eb5b401d2b8483504	ASV5d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacteriumsp002213445	0.9996368290783608
d5c4545bd27126f9cfdc1eb8b038c8ae	ASV31d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia_acidovorans	0.9997341545414762
da969a32e7d9832ce76d57d07c610739	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.999999999947633
603ae531893055fddf1f87412bd8d910	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999275673
37eb8d38af20e64bf58d292b29a5887c	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.99999999997749
e148cc2ee5c064c0346d905f8c39d8a2	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999799769
a0acc3342828955c40edead0f8616a6b	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999748752
a4bf5147be7fff14115a81853bcd229d	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998892832
f1b062dd71a119b63855444843876677	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998430695
7352f9529a45ca57889bfa9f3b5bcb6d	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999595417
7cb9e3654963197eb10e90dbdfe6551e	Unassigned	0.8541268639830559
9e601fab6709a7d4b59c246974f162d7	Unassigned	0.40606997460305994
ba310096fcb54a365168ff700fe91f0f	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998074145
b29f7781b09968ec98258cca8d870fbb	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999713083
9410c05af9dfc1499e807b7c9e034751	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999996356621
905cb18e0ad3c549c394d76736db94b4	Unassigned	0.6894363273187185
5037678efd1f010a1f29f4112abb9857	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999812740727
b806a18dce3dc88291076375c438168c	ASV31d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia_acidovorans	0.999741489949344
6181baf3ad8a5d6fceda6c4cd3c59279	ASV29d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii	0.999003782640802
f22dfa72a7e46d42b6e03596e02432c2	ASV31d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Delftia;s__Delftia_acidovorans	0.9997347334770551
fa27d930645c5f4ae2fbd886314ff9e5	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999851212
2bc05e03322defbbbf5de97194396040	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999121059
9951b4093f28aad456abda45390614fd	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999589022
e77bfd489b6930433bf26e46484b75c1	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999196092
1404d7a09ff22190614cd712255c12f1	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999992433715
a9e163a2c44d676dc8b18a8e84b97417	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.999999999983956
386d085f30e6347a088e71f32bcbcc16	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999846096
211aab97370b03fe5fa739af8e523651	ASV30d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_A;s__Serratia_Afonticola	0.9959120562412831
e8285e2293728a75daad12a99982f2f2	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999998979519
f7950e065b1a29293c6e50c0acecc0ce	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999923403
9bf9757bb7b9f3106cffdf4c60e02d23	ASV29d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii	0.9997091183839409
d0fabbd0291fc9e633c0a4bec42b6c19	ASV5d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacteriumsp002213445	0.9998019889157022
f86958476cd0b69db3c0bf65f6aa4883	ASV6d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__	0.9976926870216877
814f37a556e07ca6a8a3c63b405d9193	ASV32d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__	0.9999995468396495
a61bcb0f24e7f5449056e8d9f0765e3e	ASV22d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia_B;s__	0.994768037049495
9d5cca24521218ad9773d85fbd47cc08	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999951683
13dfe7bfb580b8f9d65e55dcd2a406ea	Unassigned	0.7617494297853458
02f6b2ee6de9170b8c82ef7e8b575e32	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999907487
3844f2776dfdc547354f03ece3ad7b91	ASV34d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia_miricola	0.9999999999728146
3047bd7a614ad2c0a7256c7f03f2261c	ASV29d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter_braakii	0.9998716724332519
5027c5c38641e306444ab1f51257ced0	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999997841655
edf700028d6dabbcc7a0262042209bed	Unassigned	0.7413024526167122
884918eb0438390d1bba7ef21ae05a01	ASV14d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AP	0.9999999999462972
